Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
rodolfo teofilo;Casa para Venda em Fortaleza, Rodolfo Teófilo, 5 dormitórios, 2 suítes, 5 banheiros, 3 vag;600000;220;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
parangaba;Casa para Venda em Fortaleza, Parangaba, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;460000;103;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;
de lourdes;Casa para Venda em Fortaleza, De Lourdes, 4 dormitórios, 3 suítes, 6 banheiros, 8 vagas;1700000;850;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;2000.0
aldeota;Casa para Venda em Fortaleza, Aldeota, 3 dormitórios, 3 suítes, 4 banheiros, 2 vagas;3200000;456;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
passare;Casa para Venda em Fortaleza, Passaré, 2 dormitórios, 2 suítes, 3 banheiros, 2 vagas;340000;69;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;
dionisio torres;Casa para Venda em Fortaleza, Aldeota, 5 dormitórios, 1 banheiro;1500000;435;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;
cristo redentor;Casa para Venda em Fortaleza, Cristo Redentor, 2 dormitórios, 1 banheiro;119000;93;Baixo (0,2501-0,3500);0,253841671;377,42;51,264373935;19,697614991;25,532367973;2,339757240;0,801-0,900 (Alto);0,827228452;0,616840218;
sao bento;Casa para Venda em Fortaleza, São Bento, 3 dormitórios, 2 suítes, 3 banheiros, 2 vagas;370000;170;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
parque araxa;Casa para Venda em Fortaleza, Parquelândia, 4 dormitórios, 3 suítes, 4 banheiros, 5 vagas;1280000;962;Alto (0,5001-0,7000);0,587354605;984,94;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
cidade dos funcionarios;Casa para Venda em Fortaleza, Cidade dos Funcionários, 5 dormitórios, 5 suítes, 5 banheiro;1050000;298;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
joquei clube;Casa para Venda em Fortaleza, Jóquei Clube, 3 dormitórios, 2 suítes, 3 banheiros, 2 vagas;590000;206;Médio (0,3501-0,5000);0,406362443;708,67;32,043888556;17,899940084;41,428250449;8,421959257;0,801-0,900 (Alto);0,9115318;0,865542527;
monte castelo;Casa para Venda em Fortaleza, Monte Castelo, 4 dormitórios, 2 suítes, 2 banheiros, 2 vagas;600000;256;Médio (0,3501-0,5000);0,434517035;688,29;32,600355036;16,686709042;38,157819390;12,245891313;0,901-1,000 (Muito alto);0,895374394;0,837843346;
jangurussu;Casa para Venda em Fortaleza, Messejana, 3 dormitórios, 3 suítes, 4 banheiros;395000;198;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;
parquelandia;Casa para Venda em Fortaleza, Parquelândia, 5 dormitórios, 3 suítes, 4 banheiros, 10 vagas;1300000;895;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
sao bento;Casa para venda em Fortaleza próximo ao atacadão;400000;116;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
mondubim;Casa a venda em Fortaleza;270000;95;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
mondubim;Oportunidade de casa a venda em Fortaleza;270000;95;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
siqueira;Casa para Venda em Fortaleza, Siqueira, 2 dormitórios, 1 banheiro, 1 vaga;120000;120;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;1000.0
siqueira;Casa para Venda em Fortaleza, Granja Lisboa, 2 dormitórios, 2 suítes, 2 banheiros, 2 vagas;240000;163;Muito baixo (0,0000-0,2500);0,148674574;326,8;59,076550103;19,640758155;19,736262122;0,955039671;0,001-0,500 (Muito baixo);0,621429182;0,739200053;
paupina;Casa para Venda em Fortaleza, PARQUELANDIA, 4 dormitórios, 3 suítes, 5 banheiros, 8 vagas;890000;220;Muito baixo (0,0000-0,2500);0,246110737;486,79;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;
coco;Casa para Venda em Fortaleza, Cocó, 3 dormitórios, 3 suítes, 4 banheiros, 4 vagas;890000;220;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
parquelandia;Casa para Venda em Fortaleza, Parquelândia, 3 dormitórios, 1 suíte, 4 banheiros, 2 vagas;750000;240;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;3125.0
bela vista;Casa à venda em Fortaleza/CE;300000;157;Médio (0,3501-0,5000);0,375255922;636,82;37,362884205;19,572460784;34,603721313;6,940960653;0,801-0,900 (Alto);0,894409966;0,835727395;
itaperi;Casa à Venda no Itaperi Fortaleza/CE, 90m², 3 Quartos, 2 Vagas com Energia Solar;385000;90;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
cidade dos funcionarios;Casa em Condomínio à venda em Fortaleza;680000;185;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
lagoa redonda;Casa a venda no Alphaville Fortaleza;7500000;550;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
jardim cearense;Vendo Casa em Maraponga - Fortaleza;360000;81;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;
barroso;Casa em Condomínio para Venda em Fortaleza, Barroso, 3 dormitórios, 2 suítes, 3 banheiros,;330000;77;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
dionisio torres;Vendo casa em Itaperi Fortaleza próximo a uece;600000;252;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;
parquelandia;Casa à venda em Parquelândia, Fortaleza - 385 m² de área interna (Financiamento disponível;850000;385;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
lagoa redonda;Casa no Alphaville Fortaleza com 4 dormitórios à venda, 290 m² por R$ 2.900.000 - Fortalez;2900000;290;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;8500.0
fatima;Casa à venda em Fátima, Fortaleza;699000;250;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;2796.0
mondubim;Casa à venda na Maraponga, Fortaleza: 141m², 4 suítes, 5 banheiros. Oportunidade por R$750;750000;141;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
cambeba;Casa à venda, Cambeba, Fortaleza, CE;920000;201;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
coco;CASA para vender na cidade de FORTALEZA-CE;1200000;222;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
passare;Casa em Condomínio para Venda em Fortaleza, Passarè, 4 dormitórios, 4 suítes, 5 banheiros,;500000;220;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;
itaperi;Casa a Venda no Itaperi- Fortaleza/CE;450000;201;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
manuel dias branco;Casa em Condomínio para Venda em Fortaleza, MANOEL DIAS BRANCO, 3 dormitórios, 3 suítes, 3;699000;138;Baixo (0,2501-0,3500);0,337196608;1239,43;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
mondubim;Casa à venda - Mondubim - Fortaleza/CE;350000;140;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;2500.0
montese;Casa à venda no Montese, Fortaleza;820000;627;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
parquelandia;Casa à Venda em Parquelândia - Fortaleza;750000;230;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
curio;Casa em Condomínio para Venda em Fortaleza, Messejana, 3 dormitórios, 1 suíte, 2 banheiros;200000;74;Muito baixo (0,0000-0,2500);0,188162399;488,71;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;
henrique jorge;Casa em Condomínio à Venda em Fortaleza;360000;49;Baixo (0,2501-0,3500);0,340810388;551,52;39,446985766;21,568577343;33,881066162;4,794152973;0,801-0,900 (Alto);0,83456882;0,853452247;
itaperi;Linda Casa à Venda em Itaperi, Fortaleza;682500;120;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
conjunto ceara ii;Casa residencial à venda em Fortaleza (Conjunto Ceará II) 153 m², financiável;400000;153;Médio (0,3501-0,5000);0,361724536;589,31;48,279658171;17,768780087;29,775721163;3,692577527;0,501-0,700 (Baixo);0,810477991;0,813561102;
praia do futuro i;Casa em Condomínio para Venda em Fortaleza, Praia do Futuro I, 3 dormitórios, 3 suítes, 4;1053000;117;Baixo (0,2501-0,3500);0,291364499;824,95;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;8500.0
praia do futuro ii;Casa em Condomínio para Venda em Fortaleza, Praia do Futuro II, 4 dormitórios, 4 suítes, 4;1707000;185;Muito baixo (0,0000-0,2500);0,167904366;479,83;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
sabiaguaba;Casa em Condomínio para Venda em Fortaleza, Sabiaguaba, 3 dormitórios, 3 suítes, 4 banheir;1150000;193;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
sabiaguaba;Casa em Condomínio para Venda em Fortaleza, Sabiaguaba, 4 dormitórios, 4 suítes, 5 banheir;1400000;229;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
aldeota;Vendo Casa na Aldeota - Fortaleza;350000;74;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;
mondubim;Vendo Casa em Mondubim - Fortaleza;85000;120;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
bonsucesso;Vendo Casa em Bonsucesso - Fortaleza;240000;132;Baixo (0,2501-0,3500);0,262132976;434,41;47,832398736;21,274657710;27,238051863;3,623580314;0,701-0,800 (Médio);0,647519906;0,811220453;
centro;Vendo Casa Prox. ao Centro de Fortaleza;299000;139;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
cajazeiras;Vendo Casa em Cajazeiras - Fortaleza;420000;73;Baixo (0,2501-0,3500);0,304549738;768,93;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;
parque manibura;Casa em Condomínio para Venda em Fortaleza, Parque Manibura, 4 dormitórios, 2 suítes, 3 ba;510000;161;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;
itaperi;Casa a Venda - Serrinha Fortaleza;200000;91;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
jardim guanabara;Casa Duplex para Venda em Fortaleza, Jardim Guanabara, 4 dormitórios, 2 suítes, 4 banheiro;400000;122;Baixo (0,2501-0,3500);0,325108052;508,03;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;
meireles;Casa Padrão para Venda em Meireles Fortaleza-CE;1350000;254;Muito alto (0,800-1,0000);0,953077045;3659,54;12,116766906;9,848907144;33,387120434;44,591462520;0,901-1,000 (Muito alto);0,959006828;0,981075459;
parquelandia;Casa à venda em Parquelândia, Fortaleza - 266,20 m² - R$ 900.000,00;900000;266;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
lagoa redonda;CASA para vender na cidade de FORTALEZA-CE;218000;66;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
bela vista;Casa Duplex para Venda em Fortaleza, Bela Vista, 7 dormitórios, 4 suítes, 7 banheiros, 3 v;1299000;748;Médio (0,3501-0,5000);0,375255922;636,82;37,362884205;19,572460784;34,603721313;6,940960653;0,801-0,900 (Alto);0,894409966;0,835727395;
vila velha;CASA para vender na cidade de FORTALEZA-CE;360000;228;Baixo (0,2501-0,3500);0,271651977;486,95;40,911753823;21,190490873;31,845091268;5,250986680;0,701-0,800 (Médio);0,811429133;0,813284402;
edson queiroz;CASA para vender na cidade de FORTALEZA-CE;550000;180;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;
montese;CASA para vender na cidade de FORTALEZA-CE;850000;280;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
rodolfo teofilo;CASA para vender na cidade de FORTALEZA-CE;500000;148;Médio (0,3501-0,5000);0,481883008;818,26;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
fatima;Casa Padrão para Venda em Fátima Fortaleza-CE;990000;250;Alto (0,5001-0,7000);0,694795867;1756,11;14,820940358;13,187295372;38,876700307;32,733655112;0,901-1,000 (Muito alto);0,968426708;0,956876508;3960.0
de lourdes;Casa nova à venda nas Dunas | Fortaleza, CE;4500000;460;Alto (0,5001-0,7000);0,641826217;3211,09;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
maraponga;Casa a Venda na Maraponga em Fortaleza/CE;600000;175;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;
sao gerardo;Casa Duplex para Venda em Fortaleza, São Gerardo, 3 dormitórios, 2 suítes, 3 banheiros, 2;900000;188;Alto (0,5001-0,7000);0,594207804;1347,59;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
guajeru;CASA para vender na cidade de FORTALEZA-CE;390000;114;Baixo (0,2501-0,3500);0,288810144;612,34;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;
montese;Casa à venda no Montese, Fortaleza;2100000;540;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
montese;Casa à venda no Montese, Fortaleza;430000;180;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;
montese;Casa à venda no Montese em Fortaleza;720000;160;Médio (0,3501-0,5000);0,472813897;822,59;34,077998528;20,844738779;31,805739514;11,958793230;0,801-0,900 (Alto);0,850397873;0,898943581;4500.0
cidade dos funcionarios;Casa em Condomínio para Venda em Fortaleza, Cidade dos Funcionários, 3 dormitórios, 3 suít;1350000;238;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
jose de alencar;Casa em Condomínio para Venda em Fortaleza, José de Alencar, 2 dormitórios, 1 suíte, 2 ban;260000;80;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3250.0
benfica;Casa à venda no Benfica, Fortaleza;200000;60;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
mondubim;Casa à venda no Mondubim em Fortaleza;500000;220;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;
parangaba;Casa à venda na Maraponga, Fortaleza;500000;185;Médio (0,3501-0,5000);0,418919096;787,91;35,541519026;20,313841143;33,842463191;9,375618989;0,801-0,900 (Alto);0,87948054;0,899379336;
varjota;Casa à venda na Varjota, Fortaleza;1150000;334;Muito alto (0,800-1,0000);0,717610078;2153,8;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
coco;Casa à venda no Cocó, Fortaleza;1900000;471;Muito alto (0,800-1,0000);0,7622656;3295,32;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;
mondubim;Casa à venda na Maraponga, Fortaleza;1600000;320;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;5000.0
centro;Casa à venda no Centro de Fortaleza;2350000;429;Alto (0,5001-0,7000);0,556689243;1062,93;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;
aerolandia;Casa à venda na Aerolândia - Fortaleza;230000;136;Baixo (0,2501-0,3500);0,310893801;482,28;43,615387129;18,021374645;32,097918097;6,477759257;0,801-0,900 (Alto);0,788269285;0,805965715;
papicu;Casa Padrão para Venda em Papicu Fortaleza-CE;1000000;276;Alto (0,5001-0,7000);0,529635268;1476,65;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;
cidade dos funcionarios;Casa Plana para Venda em Fortaleza, Cidade dos Funcionários, 4 dormitórios, 3 suítes, 4 ba;625000;130;Alto (0,5001-0,7000);0,571862895;1549,05;36,116420294;18,467084412;29,666368277;14,104952459;0,801-0,900 (Alto);0,782830885;0,853864084;
benfica;Casa Padrão para Venda e Aluguel em Benfica Fortaleza-CE;1350000;410;Alto (0,5001-0,7000);0,628455191;1246,4;24,779127911;12,897375444;37,580640982;16,112651242;0,901-1,000 (Muito alto);0,876499115;0,916228455;
presidente kennedy;Casa em Condomínio para Venda em Fortaleza, Presidente Kennedy, 5 dormitórios, 4 suítes, 1;1450000;300;Médio (0,3501-0,5000);0,428987851;778,11;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;
parquelandia;Casa a Venda na Parquelândia em Fortaleza/CE;850000;267;Alto (0,5001-0,7000);0,62840092;1170,29;28,627673418;13,576457242;38,220279604;18,741450068;0,801-0,900 (Alto);0,846859077;0,935942334;
serrinha;Casa Padrão para Venda em Serrinha Fortaleza-CE;420000;190;Baixo (0,2501-0,3500);0,282916147;519,27;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;
